web_scraper_order,web_scraper_start_url,brand,model,formfactor,wrap_color,ring_color,model2,cell_data,cell_image,item_page_title,item_page_link,text_0
"1776675643-145","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","ICR-18650K","18650","Purple","Blue (Dark)","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliicr18650k.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2437/","Brand:

Moli Energy

Model:

ICR-18650K

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1820mA Standard
2600mA Maximum

Discharging:

3.00V Cutoff
520mA Standard
5000mA Maximum

Description:

Purple Cell Wrapper
Blue (Dark) Insulator Ring
18650 Form Factor"
"1776675645-146","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","ICR-18650J","18650","Purple","Blue (Dark)","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliicr18650jpurple.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2438/","Brand:

Moli Energy

Model:

ICR-18650J

Capacity:

2300mAh Rated

Voltage:

3.76V Nominal

Charging:

4.20V Maximum
1250mA Standard
2400mA Maximum

Discharging:

3.00V Cutoff
480mA Standard
5000mA Maximum

Description:

Blue Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675648-147","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","ICR-18650H","18650","Yellow (Light)","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/cZeyZcC.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1686/","Brand:

Moli Energy

Model:

ICR-18650H

Capacity:

2100mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1250mA Standard
2200mA Maximum

Discharging:

3.00V Cutoff
4400mA Standard
5000mA Maximum

Description:

Yellow (Light) Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675650-148","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","ICR-18650G","18650","Grey","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliicr18650g.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5178/","Brand:

Moli Energy

Model:

ICR-18650G

Capacity:

2000mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Grey Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675653-149","https://secondlifestorage.com/index.php?pages/cell-database/","Moli Energy","ICR-18650","18650","Turquoise","Black","","View Specifications","https://secondlifestorage.com/custom/cell_images/moliicr18650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2612/","Brand:

Moli Energy

Model:

ICR-18650

Capacity:

--- mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Turquoise Cell Wrapper
Black Insulator Ring
18650 Form Factor"
"1776675655-150","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865SF","18650","Gray","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/HoC3B5l.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1790/","Brand:

Lishen (LS)

Model:

LR1865SF

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1075mA Standard
1250mA Maximum

Discharging:

3.00V Cutoff
1075mA Standard
4300mA Maximum

Description:

Gray Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675658-151","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865SE","18650","Grey","Grey","","View Specifications","https://secondlifestorage.com/custom/cell_images/lslr1865se.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6542/","Brand:

Lishen (LS)

Model:

LR1865SE

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Grey Cell Wrapper
Grey Insulator Ring
18650 Form Factor"
"1776675660-152","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865LA","18650","Green","Grey","","View Specifications","https://secondlifestorage.com/custom/cell_images/lslr1865la.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4126/","Brand:

Lishen (LS)

Model:

LR1865LA

Capacity:

2000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
2000mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
2000mA Standard
--- mA Maximum

Description:

Green Cell Wrapper
Grey Insulator Ring
18650 Form Factor"
"1776675663-153","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865BE","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lslr1865be.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8569/","Brand:

Lishen (LS)

Model:

LR1865BE

Capacity:

1400mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1400mA Standard
4200mA Maximum

Discharging:

2.00V Cutoff
1400mA Standard
25000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675665-154","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865BC","18650","Orange","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lslr1865bc.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1835/","Brand:

Lishen (LS)

Model:

LR1865BC

Capacity:

--- mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Orange Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675667-155","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865AM","18650","Yellow","Grey","","View Specifications","https://secondlifestorage.com/custom/cell_images/lslr1865am.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6100/","Brand:

Lishen (LS)

Model:

LR1865AM

Capacity:

1100mAh Rated

Voltage:

3.20V Nominal

Charging:

3.65V Maximum
1500mA Standard
5000mA Maximum

Discharging:

2.00V Cutoff
2mA Standard
--- mA Maximum

Description:

Yellow Cell Wrapper
Grey Insulator Ring
18650 Form Factor"
"1776675670-156","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR1865AH","18650","Purple (Light)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/mzZZhmA.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1776/","Brand:

Lishen (LS)

Model:

LR1865AH

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1100mA Standard
2200mA Maximum

Discharging:

3.00V Cutoff
1100mA Standard
4400mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675672-157","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","LR18650SK","18650","Green","Blue (Light)","","View Specifications","https://secondlifestorage.com/custom/cell_images/lslr1865sk.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2587/","Brand:

Lishen (LS)

Model:

LR18650SK

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1300mA Standard
1300mA Maximum

Discharging:

2.75V Cutoff
1300mA Standard
5200mA Maximum

Description:

Green Cell Wrapper
Blue (Light) Insulator Ring
18650 Form Factor"
"1776675675-158","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","IMR-26700AB","26700","Brown","","","View Specifications","https://secondlifestorage.com/custom/cell_images/lsnmr26700ab.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4716/","Brand:

Lishen (LS)

Model:

IMR-26700AB

Capacity:

2900mAh Rated

Voltage:

3.80V Nominal

Charging:

4.20V Maximum
--- mA Standard
7400mA Maximum

Discharging:

2.50V Cutoff
--- mA Standard
40000mA Maximum

Description:

Brown Cell Wrapper
---  Insulator Ring
26700 Form Factor"
"1776675677-159","https://secondlifestorage.com/index.php?pages/cell-database/","Lishen (LS)","IFR-18650EC","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/ifr18650ec.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5985/","Brand:

Lishen (LS)

Model:

IFR-18650EC

Capacity:

1500mAh Rated

Voltage:

3.20V Nominal

Charging:

3.65V Maximum
1400mA Standard
2800mA Maximum

Discharging:

2.00V Cutoff
300mA Standard
5000mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675680-160","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGGBF1L1865
INR18650F1L","18650","Purple (Light)","White","INR18650F1L","View Specifications","https://secondlifestorage.com/custom/cell_images/lggbf1l1865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8572/","Brand:

LG

Model:

LGGBF1L1865 (INR18650F1L)

Capacity:

3350mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
975mA Standard
1625mA Maximum

Discharging:

2.50V Cutoff
650mA Standard
4875mA Maximum

Description:

Purple (Light) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675682-161","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGES318650","18650","Blue","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/kQNhLCj.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1766/","Brand:

LG

Model:

LGES318650

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1100mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
3225mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675685-162","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGES218650
ICR18650S2","18650","Pink","White","ICR18650S2","View Specifications","https://secondlifestorage.com/custom/cell_images/lges218650ver1.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6042/","Brand:

LG

Model:

LGES218650 (ICR18650S2)

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
430mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
4300mA Maximum

Description:

Peach Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675687-163","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGEP218650","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgep218650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.4116/","Brand:

LG

Model:

LGEP218650

Capacity:

2600mAh Rated

Voltage:

--- V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675690-164","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGEBMJ11865
INR18650MJ1","18650","Green","Tan","INR18650MJ1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgebmj11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8109/","Brand:

LG

Model:

LGEBMJ11865 (INR18650MJ1)

Capacity:

3500mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
1700mA Standard
3400mA Maximum

Discharging:

2.50V Cutoff
680mA Standard
10000mA Maximum

Description:

Green Cell Wrapper
Tan Insulator Ring
18650 Form Factor"
"1776675693-165","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGEBMF21865","18650","Purple (Dark)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgebmf21865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2005/","Brand:

LG

Model:

LGEBMF21865

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
--- mA Maximum

Discharging:

2.50V Cutoff
500mA Standard
--- mA Maximum

Description:

Purple (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675695-166","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGEBE11865
ICR18650E1","18650","Purple","White","ICR18650E1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgebe11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8330/","Brand:

LG

Model:

LGEBE11865 (ICR18650E1)

Capacity:

3200mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1550mA Standard
2170mA Maximum

Discharging:

2.75V Cutoff
620mA Standard
4650mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675697-167","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGEAS318650
ICR18650S3","18650","Blue","White","ICR18650S3","View Specifications","https://secondlifestorage.com/custom/cell_images/rzMC9jN.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1765/","Brand:

LG

Model:

LGEAS318650 (ICR18650S3)

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
4300mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675700-168","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGEAMF11865
ICR18650MF1","18650","Purple","White","ICR18650MF1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgeamf11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2006/","Brand:

LG

Model:

LGEAMF11865 (ICR18650MF1)

Capacity:

2150mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

2.75V Cutoff
430mA Standard
10000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675702-169","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDS318650
ICR18650S3","18650","Blue","White","ICR18650S3","View Specifications","https://secondlifestorage.com/custom/cell_images/ntiOwJe.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1764/","Brand:

LG

Model:

LGDS318650 (ICR18650S3)

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
420mA Standard
3225mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675705-170","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDS218650
ICR18650S2","18650","Peach","White","ICR18650S2","View Specifications","https://secondlifestorage.com/custom/cell_images/kYCKTaL.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1724/","Brand:

LG

Model:

LGDS218650 (ICR18650S2)

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
430mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
4300mA Maximum

Description:

Peach Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675707-171","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDC118650
ICR18650C1","18650","Brown","White","ICR18650C1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdc118650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5286/","Brand:

LG

Model:

LGDC118650 (ICR18650C1)

Capacity:

2800mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1350mA Standard
2700mA Maximum

Discharging:

3.00V Cutoff
540mA Standard
4050mA Maximum

Description:

Brown Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675710-172","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBMJ11865
INR18650MJ1","18650","Green","White","INR18650MJ1","View Specifications","https://secondlifestorage.com/custom/cell_images/Hbohmh1.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1737/","Brand:

LG

Model:

LGDBMJ11865 (INR18650MJ1)

Capacity:

3500mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
1700mA Standard
3400mA Maximum

Discharging:

2.50V Cutoff
680mA Standard
10000mA Maximum

Description:

Green Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675712-173","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBMH11865
ICR18650MH1","18650","Turquoise","White","ICR18650MH1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbmh11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8105/","Brand:

LG

Model:

LGDBMH11865 (ICR18650MH1)

Capacity:

3200mAh Rated

Voltage:

3.67V Nominal

Charging:

4.20V Maximum
1550mA Standard
3100mA Maximum

Discharging:

2.50V Cutoff
620mA Standard
10000mA Maximum

Description:

Turquoise Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675715-174","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBMG11865
INR18650MG1","18650","Purple","White","INR18650MG1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbmg11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6431/","Brand:

LG

Model:

LGDBMG11865 (INR18650MG1)

Capacity:

2850mAh Rated

Voltage:

3.62V Nominal

Charging:

4.20V Maximum
1425mA Standard
2850mA Maximum

Discharging:

2.50V Cutoff
570mA Standard
10000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675717-175","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBM361865
INR18650M36","18650","Blue","White","INR18650M36","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbm361865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.8329/","Brand:

LG

Model:

LGDBM361865 (INR18650M36)

Capacity:

3440mAh Rated

Voltage:

3.63V Nominal

Charging:

4.20V Maximum
1000mA Standard
2330mA Maximum

Discharging:

2.50V Cutoff
670mA Standard
5000mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675720-176","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBHG21865
INR18650HG2","18650","Brown","White","INR18650HG2","View Specifications","https://secondlifestorage.com/custom/cell_images/B200Lg2.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1722/","Brand:

LG

Model:

LGDBHG21865 (INR18650HG2)

Capacity:

3000mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1500mA Standard
4000mA Maximum

Discharging:

2.00V Cutoff
600mA Standard
20000mA Maximum

Description:

Brown Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675722-177","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBHE41865
INR18650HE4","18650","Yellow","White","INR18650HE4","View Specifications","https://secondlifestorage.com/custom/cell_images/N27mbQj.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1726/","Brand:

LG

Model:

LGDBHE41865 (INR18650HE4)

Capacity:

2500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
500mA Standard
20000mA Maximum

Description:

Yellow Cell Wrapper
White Insulator Ring
18650 Form Factor



Brand:

LG

Model:

LGDBHE41865 (INR18650HE4)

Capacity:

2500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
500mA Standard
20000mA Maximum

Description:

Yellow Cell Wrapper
 White Insulator Ring
 18650 [/ celldata] 
 Form Factor"
"1776675725-178","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBHE21865
IMR18650HE2","18650","Red (Dark)","White","IMR18650HE2","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbhe21865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1938/","Brand:

LG

Model:

LGDBHE21865 (IMR18650HE2)

Capacity:

2500mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1250mA Standard
4000mA Maximum

Discharging:

2.00V Cutoff
500mA Standard
20000mA Maximum

Description:

Red (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675727-179","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBHE21865
IMR18650HE2","18650","Red","White","IMR18650HE2","View Specifications","https://secondlifestorage.com/custom/cell_images/e3aNtpM.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1720/","Brand:

LG

Model:

LGDBHE21865 (IMR18650HE2)

Capacity:

2500mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
4000mA Maximum

Discharging:

2.50V Cutoff
500mA Standard
20000mA Maximum

Description:

Red Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675730-180","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBD11865
ICR18650D1","18650","Pink","White","ICR18650D1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbd11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6041/","Brand:

LG

Model:

LGDBD11865 (ICR18650D1)

Capacity:

3000mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1450mA Standard
2900mA Maximum

Discharging:

3.00V Cutoff
580mA Standard
5800mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675732-181","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBC21865
ICR18650C2","18650","Orange","White","ICR18650C2","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbc21865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2145/","Brand:

LG

Model:

LGDBC21865 (ICR18650C2)

Capacity:

2800mAh Rated

Voltage:

3.72V Nominal

Charging:

4.30V Maximum
540mA Standard
2700mA Maximum

Discharging:

3.00V Cutoff
540mA Standard
5400mA Maximum

Description:

Orange Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675735-182","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBB41865
ICR18650B4","18650","Grey","White","ICR18650B4","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbb41865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2527/","Brand:

LG

Model:

LGDBB41865 (ICR18650B4)

Capacity:

2600mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1250mA Standard
2500mA Maximum

Discharging:

2.75V Cutoff
500mA Standard
3750mA Maximum

Description:

Grey Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675737-183","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBB31865
ICR18650B3","18650","Purple (Dark)","White","ICR18650B3","View Specifications","https://secondlifestorage.com/custom/cell_images/8L2SmXH.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1779/","Brand:

LG

Model:

LGDBB31865 (ICR18650B3)

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1250mA Standard
2500mA Maximum

Discharging:

3.00V Cutoff
500mA Standard
3750mA Maximum

Description:

Purple (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675739-184","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDBB11865
ICR18650B1","18650","Turquoise","White","ICR18650B1","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdbb11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.6526/","Brand:

LG

Model:

LGDBB11865 (ICR18650B1)

Capacity:

2600mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1275mA Standard
5100mA Maximum

Discharging:

3.00V Cutoff
510mA Standard
2250mA Maximum

Description:

Turquoise Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675742-185","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDB318650","18650","Tan","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdb318650.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.5259/","Brand:

LG

Model:

LGDB318650

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

--- V Maximum
--- mA Standard
--- mA Maximum

Discharging:

--- V Cutoff
--- mA Standard
--- mA Maximum

Description:

Tan Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675744-186","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDB218650
ICR18650B2","18650","Pink","White","ICR18650B2","View Specifications","https://secondlifestorage.com/custom/cell_images/eSXhr2B.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1786/","Brand:

LG

Model:

LGDB218650 (ICR18650B2)

Capacity:

2600mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
1250mA Standard
2500mA Maximum

Discharging:

3.00V Cutoff
500mA Standard
3750mA Maximum

Description:

Pink Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675747-187","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDB118650
ICR18650B1","18650","Teal","White","ICR18650B1","View Specifications","https://secondlifestorage.com/custom/cell_images/v48KxWP.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1751/","Brand:

LG

Model:

LGDB118650 (ICR18650B1)

Capacity:

2600mAh Rated

Voltage:

3.75V Nominal

Charging:

4.35V Maximum
1275mA Standard
2550mA Maximum

Discharging:

3.00V Cutoff
510mA Standard
5100mA Maximum

Description:

Teal Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675749-188","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAS41865","18650","Purple (Dark)","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdas48165.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.3557/","Brand:

LG

Model:

LGDAS41865

Capacity:

2200mAh Rated

Voltage:

3.70V Nominal

Charging:

4.20V Maximum
750mA Standard
--- mA Maximum

Discharging:

2.75V Cutoff
--- mA Standard
--- mA Maximum

Description:

Purple (Dark) Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675752-189","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAS31865
ICR18650S3","18650","Blue","White","ICR18650S3","View Specifications","https://secondlifestorage.com/custom/cell_images/hXEYpKi.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.1763/","Brand:

LG

Model:

LGDAS31865 (ICR18650S3)

Capacity:

2200mAh Rated

Voltage:

3.60V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

3.00V Cutoff
430mA Standard
3225mA Maximum

Description:

Blue Cell Wrapper
White Insulator Ring
18650 Form Factor"
"1776675754-190","https://secondlifestorage.com/index.php?pages/cell-database/","LG","LGDAMF11865","18650","Purple","White","","View Specifications","https://secondlifestorage.com/custom/cell_images/lgdamf11865.jpg","View Specifications","https://secondlifestorage.com/index.php?threads/celldata.2492/","Brand:

LG

Model:

LGDAMF11865

Capacity:

2150mAh Rated

Voltage:

3.65V Nominal

Charging:

4.20V Maximum
1075mA Standard
2150mA Maximum

Discharging:

2.75V Cutoff
430mA Standard
10000mA Maximum

Description:

Purple Cell Wrapper
White Insulator Ring
18650 Form Factor"
